7,1,14,15,,,25,16,,,,,7,25,,14,,,7,53,14,94,25,53,
7,8,14,8,,,25,16,,,,,7,25,,14,,,7,90,14,97,25,35,
7,6,14,10,,,25,16,,,,,7,14,,25,,,7,56,14,30,25,60,
7,3,14,13,,,25,16,,,,,7,14,,25,,,7,77,14,35,25,60,
7,13,14,3,,,25,16,,,,,7,14,,25,,,7,67,14,34,25,60,
7,9,14,7,,,25,16,,,,,7,14,,25,,,7,62,14,26,25,60,
7,7,14,9,,,25,16,,,,,7,14,,25,,,7,68,14,24,25,60,
7,3,14,12,25,1,,,,,,,7,14,,25,,,7,86,14,33,25,36,
7,8,14,8,,,25,16,,,,,7,14,25,,,,7,54,14,21,25,24,
7,9,14,7,,,25,16,,,,,7,14,25,,,,7,56,14,21,25,25,
7,15,14,1,,,25,16,,,,,7,14,25,,,,7,93,14,2,25,32,
5,12,13,2,17,2,,,,,,,13,17,,5,,,5,62,13,8,17,116,5
5,8,13,8,,,17,16,,,,,13,17,,5,,,5,62,13,47,17,80,
5,6,13,10,,,17,16,,,,,13,17,,5,,,5,62,13,50,17,83,
5,10,13,6,,,17,16,,,,,5,17,,13,,,5,62,13,102,17,110,
5,8,13,1,17,7,,,,,,,5,17,,13,,,5,61,13,8,17,114,
5,11,13,5,,,17,16,,,,,5,17,,13,,,5,62,13,103,17,108,
5,8,13,8,,,17,16,,,,,5,17,,13,,,5,61,13,104,17,107,
5,9,13,7,,,17,16,,,,,5,17,,13,,,5,61,13,104,17,107,
5,5,13,11,,,17,16,,,,,5,17,,13,,,5,61,13,103,17,107,
5,7,13,9,,,17,16,,,,,5,17,,13,,,5,61,13,104,17,108,
5,3,13,13,,,17,16,,,,,5,17,,13,,,5,61,13,104,17,108,
5,10,13,6,,,17,16,,,,,5,13,,17,,,5,62,13,75,17,105,
5,1,13,15,,,17,16,,,,,5,13,,17,,,5,37,13,76,17,107,
5,7,13,9,,,17,16,,,,,5,13,,17,,,5,47,13,75,17,110,
5,8,13,6,17,2,,,,,,,5,13,,17,,,5,46,13,72,17,114,
5,5,13,3,17,8,,,,,,,5,13,17,,,,5,45,13,28,17,78,
5,14,13,2,,,17,16,,,,,5,13,17,,,,5,50,13,19,17,90,
5,11,13,5,,,17,16,,,,,5,13,17,,,,5,41,13,27,17,80,
5,4,13,12,,,17,16,,,,,5,13,17,,,,5,36,13,27,17,85,
5,10,13,3,17,3,,,,,,,5,13,17,,,,5,40,13,35,17,94,
7,9,9,7,,,13,16,,,,,9,13,,7,,,7,142,9,11,13,81,6
7,12,9,3,13,1,,,,,,,9,13,,7,,,7,158,9,0,13,6,
7,1,9,15,,,13,16,,,,,9,13,,7,,,7,60,9,16,13,94,
7,12,9,4,,,13,16,,,,,9,13,,7,,,7,154,9,0,13,101,
7,3,9,13,,,13,16,,,,,9,13,,7,,,7,164,9,15,13,95,
7,11,9,5,,,13,16,,,,,9,13,,7,,,7,158,9,0,13,102,
7,4,9,11,13,1,,,,,,,9,13,,7,,,7,165,9,60,13,2,
7,8,9,8,,,13,16,,,,,9,13,,7,,,7,165,9,10,13,96,
7,15,9,1,,,13,16,,,,,7,13,,9,,,7,100,9,0,13,30,
7,7,9,9,,,13,16,,,,,7,13,,9,,,7,96,9,0,13,22,
7,4,9,12,,,13,16,,,,,7,13,,9,,,7,100,9,60,13,25,
7,15,9,1,,,13,16,,,,,7,13,,9,,,7,103,9,0,13,24,
7,12,9,4,,,13,16,,,,,7,13,,9,,,7,96,9,0,13,27,
7,7,9,6,13,3,,,,,,,7,9,,13,,,7,125,9,0,13,60,
7,7,9,9,,,13,16,,,,,7,9,,13,,,7,118,9,33,13,103,
7,1,9,15,,,13,16,,,,,7,9,,13,,,7,53,9,60,13,100,
7,4,9,12,,,13,16,,,,,7,9,,13,,,7,120,9,25,13,103,
7,3,9,13,,,13,16,,,,,7,9,13,,,,7,87,9,17,13,33,
7,3,9,13,,,13,16,,,,,7,9,13,,,,7,91,9,0,13,32,
7,13,9,2,13,1,,,,,,,7,9,13,,,,7,110,9,0,13,6,
7,12,8,4,,,10,16,,,,,8,10,,7,,,7,105,8,72,10,18,7
7,13,8,1,10,2,,,,,,,8,10,,7,,,7,104,8,44,10,27,
7,4,8,12,,,10,16,,,,,8,10,,7,,,7,137,8,68,10,17,
7,7,8,9,,,10,16,,,,,8,10,,7,,,7,141,8,62,10,18,
7,1,8,15,,,10,16,,,,,8,10,,7,,,7,50,8,65,10,13,
7,15,8,1,,,10,16,,,,,8,10,,7,,,7,105,8,42,10,50,
7,1,8,9,10,6,,,,,,,8,10,,7,,,7,40,8,77,10,13,
7,4,8,12,,,10,16,,,,,8,10,,7,,,7,140,8,78,10,17,
7,6,8,10,,,10,16,,,,,7,10,,8,,,7,87,8,63,10,30,
7,14,8,2,,,10,16,,,,,7,10,,8,,,7,81,8,41,10,27,
7,9,8,7,,,10,16,,,,,7,10,,8,,,7,80,8,63,10,34,
7,5,8,6,10,5,,,,,,,7,10,,8,,,7,83,8,64,10,25,
7,12,8,4,,,10,16,,,,,7,10,,8,,,7,82,8,68,10,27,
7,5,8,11,,,10,3,,,,,7,8,,10,,,7,23,8,58,10,60,
7,7,8,6,10,3,,,,,,,7,8,,10,,,7,40,8,38,10,58,
7,11,8,4,10,1,,,,,,,7,8,,10,,,7,54,8,40,10,23,
7,2,8,14,10,8,,,,,,,7,8,,10,,,7,65,8,42,10,60,
7,2,8,6,,,10,16,,,,,7,8,10,,,,7,30,8,21,10,15,
7,14,8,2,,,10,16,,,,,7,8,10,,,,7,30,8,18,10,14,
7,14,8,2,10,1,,,,,,,7,8,10,,,,7,33,8,18,10,14,
5,8,13,8,,,20,16,,,,,13,20,,5,,,5,62,13,72,20,78,8
5,5,13,3,20,8,,,,,,,13,20,,5,,,5,62,13,43,20,94,
5,2,13,14,,,20,16,,,,,13,20,,5,,,5,62,13,83,20,70,
5,6,13,10,,,20,16,,,,,13,20,,5,,,5,62,13,62,20,71,
5,7,13,9,,,20,16,,,,,13,20,,5,,,5,62,13,63,20,68,
5,10,13,5,20,1,,,,,,,13,20,,5,,,5,62,13,86,20,34,
5,1,13,15,,,20,16,,,,,13,20,,5,,,5,55,13,60,20,72,
5,5,13,11,,,20,16,,,,,5,20,,13,,,5,62,13,102,20,121,
5,8,13,3,20,5,,,,,,,5,20,,13,,,5,62,13,102,20,117,
5,3,13,13,,,20,16,,,,,5,20,,13,,,5,62,13,102,20,123,
5,14,13,1,20,1,,,,,,,5,20,,13,,,5,62,13,5,20,31,
5,10,13,6,,,20,16,,,,,5,20,,13,,,5,62,13,102,20,126,
5,2,13,14,,,20,16,,,,,5,13,,20,,,5,40,13,81,20,120,
5,3,13,4,20,9,,,,,,,5,13,,20,,,5,45,13,81,20,111,
5,5,13,11,,,20,16,,,,,5,13,,20,,,5,42,13,81,20,130,
5,11,13,5,,,20,16,,,,,5,13,,20,,,5,42,13,81,20,135,
5,3,13,8,20,5,,,,,,,5,13,,20,,,5,43,13,82,20,134,
5,2,13,14,,,20,16,,,,,5,13,20,,,,5,39,13,98,20,86,
5,14,13,2,,,20,16,,,,,5,13,20,,,,5,53,13,18,20,126,
5,7,13,9,,,20,16,,,,,5,13,20,,,,5,41,13,40,20,92,
7,4,13,12,,,25,16,,,,,7,13,,25,,,7,101,13,29,25,60,9
7,7,13,9,,,25,16,,,,,7,13,,25,,,7,100,13,30,25,60,
7,9,13,7,,,25,16,,,,,7,13,,25,,,7,102,13,31,25,60,
7,10,13,3,25,3,,,,,,,7,13,,25,,,7,72,13,40,25,60,
7,8,25,8,,,13,16,,,,,7,13,,25,,,7,102,13,30,25,60,
7,3,13,4,25,9,,,,,,,7,25,,13,,,7,86,13,133,25,37,
7,5,13,11,,,25,16,,,,,7,25,,13,,,7,99,13,136,25,29,
7,10,13,5,25,1,,,,,,,7,25,,13,,,7,101,13,136,25,26,
7,1,25,15,,,13,16,,,,,7,25,,13,,,7,42,13,138,25,60,
25,11,7,4,13,1,,,,,,,7,25,,13,,,7,102,13,10,25,28,
25,2,7,8,13,6,,,,,,,7,25,,13,,,7,102,13,102,25,26,
13,1,25,15,,,7,16,,,,,13,25,,7,,,7,136,13,5,25,60,
13,7,25,9,,,7,16,,,,,13,25,,7,,,7,137,13,80,25,33,
13,9,25,7,,,7,16,,,,,13,25,,7,,,7,134,13,74,25,34,
7,9,25,7,,,13,16,,,,,13,25,,7,,,7,137,13,79,25,29,
7,6,25,10,,,13,16,,,,,7,13,25,,,,7,66,13,20,25,24,
7,11,25,5,,,13,16,,,,,7,13,25,,,,7,67,13,21,25,23,
7,7,25,9,,,13,16,,,,,7,13,25,,,,7,68,13,20,25,24,
7,5,13,11,,,25,16,,,,,7,13,25,,,,7,67,13,21,25,24,
7,6,13,4,25,6,,,,,,,7,13,25,,,,7,65,13,17,25,23,
8,4,17,12,,,18,16,,,,,8,17,,18,,,8,53,17,44,18,140,10
8,7,17,9,,,18,16,,,,,8,17,,18,,,8,59,17,46,18,143,
8,9,17,7,,,18,16,,,,,8,17,,18,,,8,61,17,43,18,144,
8,10,17,3,18,3,,,,,,,8,17,,18,,,8,60,17,47,18,135,
8,8,18,8,,,17,16,,,,,8,17,,18,,,8,50,17,44,18,127,
8,3,17,4,18,9,,,,,,,8,17,,18,,,8,37,17,43,18,130,
8,5,18,11,,,17,16,,,,,8,18,,17,,,8,61,17,108,18,41,
8,10,17,5,18,1,,,,,,,8,18,,17,,,8,51,17,120,18,31,
17,1,18,15,,,8,16,,,,,8,18,,17,,,8,48,17,64,18,45,
8,11,17,4,18,1,,,,,,,8,18,,17,,,8,54,17,121,18,33,
8,2,17,8,18,6,,,,,,,8,18,,17,,,8,54,17,118,18,41,
8,1,18,15,,,17,16,,,,,8,17,18,,,,8,35,17,38,18,36,
8,7,18,9,,,17,16,,,,,8,17,18,,,,8,41,17,35,18,30,
8,9,17,7,,,18,16,,,,,8,17,18,,,,8,43,17,39,18,31,
17,9,18,7,,,8,16,,,,,8,17,18,,,,8,43,17,44,18,27,
17,6,18,10,,,8,16,,,,,17,18,,8,,,8,64,17,113,18,45,
8,11,17,5,,,18,16,,,,,17,18,,8,,,8,63,17,108,18,51,
8,2,17,5,18,9,,,,,,,17,18,,8,,,8,56,17,97,18,60,
17,5,18,11,,,8,16,,,,,17,18,,8,,,8,60,17,118,18,43,
17,6,18,10,,,8,16,,,,,17,18,,8,,,8,61,17,119,18,42,
10,6,13,10,,,17,16,,,,,10,13,17,,,,10,25,13,34,17,43,11
10,11,13,5,,,17,16,,,,,10,13,17,,,,10,26,13,32,17,43,
10,2,17,5,13,9,,,,,,,10,13,17,,,,10,20,13,28,17,38,
17,5,10,11,,,13,16,,,,,10,13,,17,,,10,20,13,36,17,39,
10,6,13,10,,,17,16,,,,,10,13,,17,,,10,20,13,32,17,39,
10,10,13,5,17,1,,,,,,,10,13,,17,,,10,40,13,59,17,55,
10,1,17,15,,,13,16,,,,,10,13,,17,,,10,25,13,69,17,111,
10,5,13,11,,,17,16,,,,,10,13,,17,,,10,35,13,62,17,112,
10,8,17,3,13,5,,,,,,,10,17,,13,,,10,35,13,103,17,78,
13,3,17,13,,,10,16,,,,,10,17,,13,,,10,33,13,56,17,81,
10,14,17,1,13,1,,,,,,,10,17,,13,,,10,44,13,5,17,72,
13,10,17,6,,,10,16,,,,,10,17,,13,,,10,37,13,104,17,80,
13,2,17,14,,,10,16,,,,,10,17,,13,,,10,35,13,20,17,81,
10,3,17,4,13,9,,,,,,,13,17,,10,,,10,58,13,44,17,94,
13,5,17,11,,,10,16,,,,,13,17,,10,,,10,59,13,46,17,86,
10,11,17,5,,,13,16,,,,,13,17,,10,,,10,59,13,49,17,80,
10,3,17,8,13,5,,,,,,,13,17,,10,,,10,58,13,50,17,96,
10,2,17,14,,,13,16,,,,,13,17,,10,,,10,30,13,52,17,94,
13,14,17,2,,,10,16,,,,,13,17,,10,,,10,59,13,52,17,82,
10,7,17,9,,,13,16,,,,,13,17,,10,,,10,58,13,46,17,87,
18,6,20,10,,,14,16,,,,,14,18,20,,,,14,26,18,36,20,39,12
14,9,20,7,,,18,16,,,,,14,18,20,,,,14,25,18,40,20,38,
14,10,18,3,20,3,,,,,,,14,18,20,,,,14,27,18,39,20,35,
18,8,20,8,,,14,16,,,,,18,20,,14,,,14,97,18,59,20,102,
14,3,18,4,20,9,,,,,,,18,20,,14,,,14,74,18,58,20,100,
14,5,18,11,,,20,16,,,,,18,20,,14,,,14,97,18,52,20,112,
18,1,20,15,,,14,16,,,,,18,20,,14,,,14,95,18,43,20,114,
14,3,20,13,,,18,16,,,,,18,20,,14,,,14,79,18,60,20,107,
14,14,18,1,20,1,,,,,,,18,20,,14,,,14,94,18,1,20,23,
18,10,20,6,,,14,16,,,,,14,18,,20,,,14,42,18,41,20,120,
14,2,18,14,,,20,16,,,,,14,18,,20,,,14,38,18,44,20,101,
14,3,18,4,20,9,,,,,,,14,18,,20,,,14,41,18,37,20,99,
14,5,18,11,,,20,16,,,,,14,18,,20,,,14,42,18,38,20,103,
14,11,18,5,,,20,16,,,,,14,18,,20,,,14,40,18,38,20,103,
18,5,20,11,,,14,16,,,,,14,20,,18,,,14,40,18,143,20,50,
14,11,20,5,,,18,16,,,,,14,20,,18,,,14,39,18,143,20,55,
18,8,20,8,,,14,16,,,,,14,20,,18,,,14,40,18,122,20,50,
14,3,18,4,20,9,,,,,,,14,20,,18,,,14,42,18,139,20,45,
14,5,20,11,,,18,16,,,,,14,20,,18,,,14,43,18,143,20,40,
14,10,18,5,20,1,,,,,,,14,20,,18,,,14,49,18,137,20,28,
5,4,8,5,17,7,,,,,,,8,17,,5,,,5,62,8,43,17,64,13
5,15,8,1,,,17,16,,,,,8,17,,5,,,5,62,8,33,17,83,
5,12,8,4,,,17,16,,,,,8,17,,5,,,5,62,8,42,17,62,
5,12,17,4,,,8,16,,,,,8,17,,5,,,5,62,8,45,17,52,
5,4,8,12,,,17,16,,,,,8,17,,5,,,5,62,8,43,17,64,
5,5,8,11,,,17,16,,,,,8,17,,5,,,5,62,8,43,17,64,
5,1,8,8,17,7,,,,,,,8,17,,5,,,5,53,8,42,17,60,
8,7,17,9,,,5,16,,,,,8,17,,5,,,5,62,8,40,17,63,
5,5,17,11,,,8,16,,,,,5,17,,8,,,5,27,8,80,17,110,
5,15,8,1,,,17,16,,,,,5,17,,8,,,5,62,8,41,17,109,
8,4,17,12,,,5,16,,,,,5,17,,8,,,5,27,8,80,17,106,
5,4,8,12,,,17,16,,,,,5,17,,8,,,5,24,8,81,17,111,
5,4,8,11,17,1,,,,,,,5,17,,8,,,5,24,8,78,17,62,
5,6,8,9,17,1,,,,,,,5,17,,8,,,5,27,8,80,17,53,
5,10,8,6,,,17,16,,,,,5,8,,17,,,5,62,8,64,17,108,
5,11,8,5,,,17,16,,,,,5,8,,17,,,5,62,8,63,17,113,
8,8,17,8,,,5,16,,,,,5,8,,17,,,5,62,8,65,17,110,
5,9,8,7,,,17,16,,,,,5,8,,17,,,5,45,8,64,17,104,
5,13,8,3,,,17,16,,,,,5,8,,17,,,5,62,8,64,17,108,
5,3,8,13,,,17,16,,,,,5,8,,17,,,5,62,8,65,17,108,
13,1,17,15,,,25,16,,,,,17,25,,13,,,13,6,17,110,25,42,14
17,10,25,6,,,13,16,,,,,17,25,,13,,,13,101,17,107,25,42,
13,8,17,8,,,25,16,,,,,17,25,,13,,,13,104,17,113,25,41,
13,6,17,10,,,25,16,,,,,17,25,,13,,,13,105,17,104,25,43,
17,14,25,2,,,13,16,,,,,17,25,,13,,,13,102,17,105,25,41,
13,15,17,1,,,25,16,,,,,17,25,,13,,,13,101,17,62,25,56,
13,9,17,7,,,25,16,,,,,17,25,,13,,,13,101,17,96,25,45,
13,12,17,2,25,2,,,,,,,17,25,,13,,,13,102,17,118,25,36,
13,6,25,10,,,17,16,,,,,13,25,,17,,,13,73,17,108,25,36,
13,1,17,15,,,25,16,,,,,13,25,,17,,,13,6,17,112,25,57,
13,10,25,6,,,17,16,,,,,13,25,,17,,,13,73,17,108,25,35,
13,6,17,10,,,25,16,,,,,13,17,,25,,,13,77,17,35,25,60,
17,13,25,3,,,13,16,,,,,13,17,,25,,,13,85,17,37,25,60,
13,8,17,8,,,25,16,,,,,13,17,,25,,,13,77,17,35,25,60,
13,9,25,7,,,17,16,,,,,13,17,,25,,,13,85,17,37,25,60,
13,9,17,7,,,25,16,,,,,13,17,,25,,,13,90,17,35,25,60,
13,3,17,12,25,1,,,,,,,13,17,,25,,,13,78,17,48,25,28,
13,8,17,8,,,25,16,,,,,13,25,,17,,,13,78,17,111,25,37,
13,9,17,7,,,25,16,,,,,13,25,,17,,,13,73,17,108,25,37,
13,15,25,1,,,17,16,,,,,13,25,,17,,,13,78,17,108,25,26,
5,12,14,2,18,2,,,,,,,14,18,,5,,,5,62,14,48,18,64,15
5,8,14,8,,,18,16,,,,,14,18,,5,,,5,62,14,60,18,48,
5,6,14,10,,,18,16,,,,,14,18,,5,,,5,62,14,60,18,49,
5,5,14,3,18,8,,,,,,,14,18,,5,,,5,62,14,67,18,38,
5,14,14,2,,,18,16,,,,,14,18,,5,,,5,62,14,69,18,38,
5,7,14,9,,,18,16,,,,,14,18,,5,,,5,62,14,61,18,48,
5,4,14,12,,,18,16,,,,,14,18,,5,,,5,62,14,62,18,50,
5,10,14,3,18,3,,,,,,,14,18,,5,,,5,62,14,68,18,43,
5,8,14,1,18,7,,,,,,,5,18,,14,,,5,56,14,2,18,66,
5,11,18,5,,,14,16,,,,,5,18,,14,,,5,59,14,97,18,67,
5,8,18,8,,,14,16,,,,,5,18,,14,,,5,56,14,96,18,68,
5,9,18,7,,,14,16,,,,,5,18,,14,,,5,57,14,96,18,65,
5,11,14,5,,,18,16,,,,,5,18,,14,,,5,56,14,95,18,73,
5,3,14,13,,,18,16,,,,,5,18,,14,,,5,56,14,94,18,68,
14,6,18,10,,,5,16,,,,,5,14,,18,,,5,38,14,38,18,133,
14,6,18,10,,,5,16,,,,,5,14,,18,,,5,38,14,39,18,127,
14,15,18,1,,,5,16,,,,,5,14,,18,,,5,35,14,38,18,64,
14,9,18,7,,,5,16,,,,,5,14,,18,,,5,39,14,38,18,130,
5,8,14,6,18,2,,,,,,,5,14,,18,,,5,38,14,38,18,105,
5,11,14,5,,,18,16,,,,,5,14,,18,,,5,38,14,38,18,141,
8,10,14,6,,,20,16,,,,,14,20,,8,,,8,65,14,36,20,55,16
8,12,20,4,,,14,16,,,,,14,20,,8,,,8,65,14,43,20,35,
14,4,20,12,,,8,16,,,,,14,20,,8,,,8,64,14,38,20,42,
14,11,20,5,,,8,16,,,,,14,20,,8,,,8,65,14,43,20,38,
8,5,14,1,20,10,,,,,,,14,20,,8,,,8,64,14,2,20,129,
8,4,14,12,,,20,16,,,,,14,20,,8,,,8,64,14,44,20,43,
8,10,20,6,,,14,16,,,,,8,20,,14,,,8,78,14,95,20,30,
8,6,14,8,20,2,,,,,,,8,20,,14,,,8,70,14,96,20,44,
8,15,20,1,,,14,16,,,,,8,20,,14,,,8,74,14,93,20,27,
14,9,20,7,,,8,16,,,,,8,20,,14,,,8,73,14,96,20,42,
8,14,14,1,20,1,,,,,,,8,14,,20,,,8,87,14,2,20,15,
8,9,20,7,,,14,16,,,,,8,14,,20,,,8,73,14,94,20,50,
14,3,20,13,,,8,16,,,,,8,14,,20,,,8,70,14,10,20,130,
8,9,14,6,20,1,,,,,,,8,14,,20,,,8,79,14,7,20,25,
8,12,14,2,20,2,,,,,,,8,14,,20,,,8,75,14,8,20,72,
8,13,14,2,20,1,,,,,,,8,14,,20,,,8,81,14,7,20,26,
14,14,20,2,,,8,16,,,,,8,14,,20,,,8,76,14,9,20,138,
8,6,14,4,20,6,,,,,,,8,14,,20,,,8,80,14,9,20,134,
8,6,20,10,,,14,16,,,,,8,14,,20,,,8,81,14,8,20,117,
8,11,14,2,20,3,,,,,,,8,14,,20,,,8,73,14,15,20,112,
13,10,25,6,,,30,16,,,,,13,25,,30,,,13,78,25,35,30,128,17
13,6,25,8,30,2,,,,,,,13,25,,30,,,13,77,25,34,30,74,
25,15,13,1,,,30,16,,,,,13,25,,30,,,13,5,25,60,30,129,
30,9,25,6,13,1,,,,,,,13,25,,30,,,13,5,25,60,30,58,
13,12,30,2,25,2,,,,,,,13,25,,30,,,13,78,25,32,30,74,
25,13,30,2,13,1,,,,,,,13,25,,30,,,13,15,25,60,30,73,
13,14,25,2,,,30,16,,,,,13,25,,30,,,13,79,25,32,30,112,
30,7,13,9,,,25,16,,,,,25,30,,13,,,13,107,25,60,30,80,
13,4,25,12,,,30,16,,,,,25,30,,13,,,13,105,25,60,30,135,
25,10,30,3,13,3,,,,,,,25,30,,13,,,13,50,25,60,30,66,
30,8,13,1,25,7,,,,,,,25,30,,13,,,13,5,25,60,30,80,
13,7,25,9,,,30,16,,,,,25,30,,13,,,13,108,25,60,30,136,
25,5,30,11,,,13,16,,,,,25,30,,13,,,13,107,25,60,30,91,
30,15,25,1,,,13,16,,,,,13,30,,25,,,13,70,25,35,30,78,
13,4,25,12,,,30,16,,,,,13,30,,25,,,13,63,25,60,30,97,
25,4,13,12,,,30,16,,,,,13,30,,25,,,13,63,25,60,30,96,
25,4,30,11,13,1,,,,,,,13,30,,25,,,13,7,25,60,30,61,
25,5,13,3,30,8,,,,,,,13,30,,25,,,13,67,25,60,30,65,
30,14,13,2,,,25,16,,,,,13,30,,25,,,13,14,25,60,30,78,
13,7,25,9,,,30,16,,,,,13,30,,25,,,13,63,25,60,30,90,
10,4,20,11,18,1,,,,,,,18,20,,10,,,10,30,18,46,20,117,18
10,11,18,5,,,20,16,,,,,18,20,,10,,,10,48,18,70,20,131,
18,5,20,1,10,10,,,,,,,18,20,,10,,,10,32,18,111,20,40,
20,4,10,12,,,18,16,,,,,18,20,,10,,,10,59,18,73,20,125,
10,10,18,6,,,20,16,,,,,18,20,,10,,,10,42,18,69,20,130,
18,10,10,3,20,3,,,,,,,18,20,,10,,,10,30,18,72,20,120,
20,8,18,1,10,7,,,,,,,10,20,,18,,,10,30,18,58,20,130,
20,7,10,9,,,18,16,,,,,10,20,,18,,,10,31,18,140,20,124,
18,5,20,11,,,10,16,,,,,10,20,,18,,,10,38,18,143,20,102,
18,15,10,1,,,20,16,,,,,10,20,,18,,,10,21,18,140,20,133,
