7.0,7,74,10,28,17,110,85.0,124.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,115.0,97.0,84.0,74.0,63.0,60.0,55.0,49.0,45.0,41.0,2.0,0.376,0.0002560000000000005,5.0,1.0
10.0,7,74,10,28,17,110,30.0,31.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,48.0,43.0,39.0,35.0,33.0,30.0,28.0,24.0,2.0,0.376,0.0002560000000000005,6.0,0.0
17.0,7,74,10,28,17,110,41.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100.0,93.0,80.0,71.0,64.0,58.0,52.0,49.0,45.0,1.0,0.341,0.0,5.0,1.0
7.0,7,75,10,29,17,110,85.0,124.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,115.0,97.0,84.0,74.0,63.0,60.0,55.0,49.0,45.0,41.0,2.0,0.376,0.0002560000000000005,9.0,1.0
10.0,7,75,10,29,17,110,30.0,31.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,48.0,43.0,39.0,35.0,33.0,30.0,28.0,24.0,2.0,0.376,0.0002560000000000005,3.0,0.0
17.0,7,75,10,29,17,110,41.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100.0,93.0,80.0,71.0,64.0,58.0,52.0,49.0,45.0,1.0,0.341,0.0,4.0,1.0
7.0,7,75,10,28,17,105,85.0,124.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,115.0,97.0,84.0,74.0,63.0,60.0,55.0,49.0,45.0,41.0,2.0,0.376,0.0002560000000000005,4.0,1.0
10.0,7,75,10,28,17,105,30.0,31.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,48.0,43.0,39.0,35.0,33.0,30.0,28.0,24.0,2.0,0.376,0.0002560000000000005,7.0,0.0
17.0,7,75,10,28,17,105,41.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100.0,93.0,80.0,71.0,64.0,58.0,52.0,49.0,45.0,1.0,0.341,0.0,5.0,1.0
7.0,7,75,10,28,17,110,85.0,124.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,115.0,97.0,84.0,74.0,63.0,60.0,55.0,49.0,45.0,41.0,2.0,0.376,0.0002560000000000005,3.0,1.0
10.0,7,75,10,28,17,110,30.0,31.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,48.0,43.0,39.0,35.0,33.0,30.0,28.0,24.0,2.0,0.376,0.0002560000000000005,9.0,0.0
17.0,7,75,10,28,17,110,41.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100.0,93.0,80.0,71.0,64.0,58.0,52.0,49.0,45.0,1.0,0.341,0.0,4.0,1.0
7.0,7,86,10,22,17,89,85.0,124.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,115.0,97.0,84.0,74.0,63.0,60.0,55.0,49.0,45.0,41.0,2.0,0.376,0.0002560000000000005,7.0,1.0
10.0,7,86,10,22,17,89,30.0,31.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,48.0,43.0,39.0,35.0,33.0,30.0,28.0,24.0,2.0,0.376,0.0002560000000000005,2.0,0.0
17.0,7,86,10,22,17,89,41.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100.0,93.0,80.0,71.0,64.0,58.0,52.0,49.0,45.0,1.0,0.341,0.0,7.0,1.0
7.0,7,74,10,40,17,60,85.0,124.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,115.0,97.0,84.0,74.0,63.0,60.0,55.0,49.0,45.0,41.0,2.0,0.36650000000000005,0.0006502499999999998,6.0,1.0
17.0,7,74,10,40,17,60,41.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100.0,93.0,80.0,71.0,64.0,58.0,52.0,49.0,45.0,2.0,0.36650000000000005,0.0006502499999999998,16.0,1.0
10.0,7,74,10,40,17,60,30.0,31.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,48.0,43.0,39.0,35.0,33.0,30.0,28.0,24.0,1.0,0.36,0.0,16.0,0.0
